codigo,familia,proveedor,contenido_peso,contenido_cantidad,detalle,fecha_actualizacion_costo,costo_usd,costo_ars,costo_unitario_ars,color_origen
454MO,POLVO + MO,ACRILAB,,,STARDUST SILVER 5gr. + MO,2022-11-18,0.6611570247933884,975.206611570248,975.206611570248,VERDE
454ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST SILVER 5gr.,2024-01-26,,96.53,96.53,AMARILLO
454ETD,ETIQUETA,DARACT,,,ETIQ DORSO STARDUST SILVER 5gr.,2024-01-26,,100.16,100.16,AMARILLO
454ETL,ETIQUETA,DARACT,,,ETIQ LATERAL STARDUST SILVER 5gr.,2024-01-26,,28.55,28.55,AMARILLO
455MO,POLVO + MO,ACRILAB,,,STARDUST SUN 5gr. + MO,2022-11-18,0.6611570247933884,975.206611570248,975.206611570248,VERDE
455ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST SUN 5gr.,2024-01-26,,96.53,96.53,AMARILLO
455ETD,ETIQUETA,DARACT,,,ETIQ DORSO STARDUST SUN 5gr.,2024-01-26,,100.16,100.16,AMARILLO
455ETL,ETIQUETA,DARACT,,,ETIQ LATERAL STARDUST SUN 5gr.,2024-01-26,,28.55,28.55,AMARILLO
456MO,ARMADO,NAIL SHOW,,,COLECCION POLIMERO x6 Unid. 5gr.,2022-09-07,4.226942148760331,6234.7396694214885,6234.7396694214885,CELESTE
456CAJA,CAJA,,,,CAJA DE COLECCIONES ESTAMPADA,,,,0,ROJO
457MO,POLVO + MO,ACRILAB,,,STARDUST COVER 14gr. + MO,2025-06-04,1.65,2433.75,2433.75,VERDE
457ENV,ENVASE,CHIBI,,,ENVASE NEGRO 14GR LOLITA,2023-02-01,,25.75,25.75,ROJO
457ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST COVER 14gr.,2024-01-26,,159.16,159.16,AMARILLO
457ETD,ETIQUETA,DARACT,,,ETIQ DORSO STARDUST COVER 14gr.,2024-01-26,,82.5,82.5,AMARILLO
458MO,POLVO + MO,ACRILAB,,,STARDUST COVER 45gr. + MO,2025-06-04,3.3884297520661155,4997.93388429752,4997.93388429752,VERDE
458ENV,ENVASE,PLASMARE,,,ENVASE 45 GR NATURAL TAPA NEGRA,2024-01-03,,257,257,ROJO
458ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST COVER 45gr.,2024-01-26,,234.3,234.3,AMARILLO
458ETD,ETIQUETA,DARACT,,,ETIQ DORSO STARDUST COVER 45gr.,2024-01-26,,133.98,133.98,AMARILLO
458ETL,ETIQUETA,DARACT,,,ETIQ LATERAL STARDUST COVER 45gr.,2024-01-26,,178.2,178.2,AMARILLO
459MO,POLVO + MO,ACRILAB,,,STARDUST COVER 125gr. + MO,2025-06-04,9.421487603305785,13896.694214876032,13896.694214876032,VERDE
459ENV,ENVASE,CHIBI,,,ENVASE PAMPA 125GR,2022-08-01,,49.05,49.05,ROJO
459ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST COVER 125gr.,2024-01-26,,268.62,268.62,AMARILLO
459ETL,ETIQUETA,DARACT,,,ETIQ LATERAL STARDUST COVER 125gr.,2024-01-26,,349.8,349.8,AMARILLO
460MO,POLVO + MO,ACRILAB,,,STARDUST SOFT WHITE 14gr. + MO,2025-06-04,1.65,2433.75,2433.75,VERDE
460ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST SOFT WHITE 14gr.,2024-01-26,,159.16,159.16,AMARILLO
460ETD,ETIQUETA,DARACT,,,ETIQ DORSO STARDUST SOFT WHITE 14gr.,2024-01-26,,82.5,82.5,AMARILLO
461MO,POLVO + MO,ACRILAB,,,STARDUST SOFT WHITE 45gr. + MO,2025-06-04,3.3884297520661155,4997.93388429752,4997.93388429752,VERDE
461ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST SOFT WHITE 45gr.,2024-01-26,,234.3,234.3,AMARILLO
461ETD,ETIQUETA,DARACT,,,ETIQ DORSO STARDUST SOFT WHITE 45gr.,2024-01-26,,133.98,133.98,AMARILLO
461ETL,ETIQUETA,DARACT,,,ETIQ LATERAL STARDUST SOFT WHITE 45gr.,2024-01-26,,178.2,178.2,AMARILLO
462MO,POLVO + MO,ACRILAB,,,STARDUST SOFT WHITE 125gr. + MO,2025-06-04,9.421487603305785,13896.694214876032,13896.694214876032,VERDE
462ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST SOFT WHITE 125gr.,2024-01-26,,268.62,268.62,AMARILLO
462ETL,ETIQUETA,DARACT,,,ETIQ LATERAL STARDUST SOFT WHITE 125gr.,2024-01-26,,349.8,349.8,AMARILLO
463MO,POLVO + MO,ACRILAB,,,STARDUST CLEAR 14gr. + MO,2025-06-04,1.65,2433.75,2433.75,VERDE
463ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST CLEAR 14gr.,2024-01-26,,159.16,159.16,AMARILLO
463ETD,ETIQUETA,DARACT,,,ETIQ DORSO STARDUST CLEAR 14gr.,2024-01-26,,82.5,82.5,AMARILLO
464MO,POLVO + MO,ACRILAB,,,STARDUST CLEAR 45gr. + MO,2025-06-04,3.3884297520661155,4997.93388429752,4997.93388429752,VERDE
464ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST CLEAR 45gr.,2024-01-26,,234.3,234.3,AMARILLO
464ETD,ETIQUETA,DARACT,,,ETIQ DORSO STARDUST CLEAR 45gr.,2024-01-26,,133.98,133.98,AMARILLO
464ETL,ETIQUETA,DARACT,,,ETIQ LATERAL STARDUST CLEAR 45gr.,2024-01-26,,178.2,178.2,AMARILLO
465MO,POLVO + MO,ACRILAB,,,STARDUST CLEAR 125gr. + MO,2025-06-04,9.421487603305785,13896.694214876032,13896.694214876032,VERDE
465ETF,ETIQUETA,DARACT,,,ETIQ FRENTE STARDUST CLEAR 125gr.,2024-01-26,,268.62,268.62,AMARILLO
465ETL,ETIQUETA,DARACT,,,ETIQ LATERAL STARDUST CLEAR 125gr.,2024-01-26,,349.8,349.8,AMARILLO
466MO,POLVO + MO,ACRILAB,,,POLVO ACRILICO PARA TIPS 14gr. + MO,2025-09-04,1.65,2433.75,2433.75,VERDE
377ET,ETIQUETA,DARACT,,,ETIQUETA FRENTE Y DORSO,2024-01-26,,45.45,45.45,AMARILLO
377MO,MO,SAN JOSE,,,MANO DE OBRA ENVASADO PREP,2025-07-11,,235.48,235.48,VERDE
502,,SUMMIT,,,Dappen dish porcelana blanco tapa corcho,2024-02-15,,2368.8808383077444,2368.8808383077444,VERDE
502EST,ESTAMPADO,TAMPOMAX,,,Estampado Laser,2025-05-06,,590,590,AMARILLO
502ET,,,,,Etiqueta Codigo,,,,,AMARILLO
503,,SUMMIT,,,Porta herramientas plegable tornasol,2024-02-16,,10454.26803060217,10454.26803060217,VERDE
504,,SUMMIT,,,Porta herramientas plegables negro,2024-02-17,,11219.214471865746,11219.214471865746,VERDE
505,,SUMMIT,,,Porta pinceles rosa tubo Matelasse,2024-02-18,,7496.4751243830215,7496.4751243830215,VERDE
506,,SUMMIT,,,Porta pinceles negro tubo,2024-02-19,,7496.4751243830215,7496.4751243830215,VERDE
507,,SUMMIT,,,Dappen dish flor con tapa diamante aurora,2024-02-20,,8291.082934077105,8291.082934077105,VERDE
507ET,,,,,Etiqueta Codigo,,,,,AMARILLO
508,,SUMMIT,,,Dappen dish flor con tapa diamante plata,2024-02-21,,8291.082934077105,8291.082934077105,VERDE
508ET,,,,,Etiqueta Codigo,,,,,AMARILLO
509,,SUMMIT,,,Dappen dish flor con tapa diamante negro,2024-02-22,,8291.082934077105,8291.082934077105,VERDE
509ET,,,,,Etiqueta Codigo,,,,,AMARILLO
510,TIPS,SUMMIT,,,nail tips clear natural oval-soft gel x  500 unid,2024-02-23,,4192.919083804707,4192.919083804707,VERDE
510ET,ETIQUETA,DARACT,,,Etiqueta Codigo,2024-08-20,,150,150,AMARILLO
511,TIPS,SUMMIT,,,nail tips clear natural coffin-soft gel x  500 unid,2024-02-25,,4192.919083804707,4192.919083804707,VERDE
511,TIPS,FOSHAN,,,nail tips clear natural coffin-soft gel x  500 unid,2024-08-15,,7128.607363372093,7128.607363372093,VERDE
511ET,ETIQUETA,DARACT,,,Etiqueta Codigo,2024-08-20,,150,150,AMARILLO
513,TIPS,SUMMIT,,,nail tips xxl x  500 unid,2024-02-27,,7248.775365221698,7248.775365221698,VERDE
513ET,ETIQUETA,DARACT,,,Etiqueta Codigo,2024-05-20,,98,98,AMARILLO
516,TIPS,FOSHAN,,,nail tips clear natural coffin-soft gel x  100 unid,2024-08-15,,697.6934866279071,697.6934866279071,VERDE
514MO,ADHESIVO,SUMMIT,,,,,,,848.712185710845,VERDE
514ET,,,,,,,,,,VERDE
516ET,,,,,,,,,,AMARILLO
516BOL,,,,,,2024-09-01,,850,850,ROJO
274MP,MICROPERLAS,SUMMIT,1,1,MICROPERLAS 1,2024-02-29,,114938.09827469176,114938.09827469176,VERDE
274ET,ETIQUETA,DARACT,1,,Etiqueta Carton,2024-03-15,,58,58,AMARILLO
274ETT,ETIQUETA,ELGART,1,680,Etiqueta Tamaño,2024-03-15,3.72,2752.8,4.048235294117648,AMARILLO
274ETC,ETIQUETA,ELGART,1,220,Etiqueta Codigo,2024-03-15,3.72,2752.8,12.512727272727274,AMARILLO
321TEL,,,,,Tela Toalla NAIL SHOW,2025-05-06,,233,233,SIN_COLOR
321TOALLA,TOALLA,PIGNATA ALEJANDRO EZEQUIEL,,,TELA TOALLA NUEVA 25x25,2026-05-08,,498.38,498.38,SIN_COLOR
321MO,MITA,,,,Mano de Obra Confección de TOALLA,2025-05-06,,800,800,SIN_COLOR
321ET,STIGMA,,,,Estampa Toalla NAIL SHOW MULTICOLOR,2025-04-02,,480,480,AMARILLO
321ETA,,,,,Estampa Toalla NAIL SHOW AMARILLO,,,,,AMARILLO
321ETC,,,,,stampa Toalla NAIL SHOW CELESTE,,,,,AMARILLO
321ETN,,,,,Estampa Toalla NAIL SHOW NARANJA,,,,,AMARILLO
550,MUEBLE,PALACIO GRAF,,1,Mueble exhibidor Nail Show,2024-09-01,,360000,360000,ROJO
550,,,,1,Porta Limas especial (Incluido en el mueble).,,,,0,ROJO
550,,,,55,Ganchos,,,419,419,ROJO
550,,,,3,Exhibidor Stardust,,,15000,15000,ROJO
550,,,,2,Estantes de Pigmentos,,,8800,8800,ROJO
550,,,,2,Frentes POP (zocalos),,,600,600,ROJO
550,,,,1,Tester para cremas especial,,,3800,3800,ROJO
550,,,,2,POP que aun no estan hechos,,,,0,ROJO
550,,,,,Muestrario de Fresas,,,,0,ROJO
406ET,,,,,,,,,,AMARILLO
406ENV,,,,,,,,,,ROJO
407ET,,,,,,,,,,AMARILLO
407ENV,PORTA CD,COSTA HNOS S.A.C.I.F.,,1,ENVASE PORTA CD,,,1050,1050,ROJO
MIX01,GLITTER,DONGGUAN,,,ALA DE ANGEL 1,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX02,GLITTER,DONGGUAN,,,ALA DE ANGEL 2,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX03,GLITTER,DONGGUAN,,,ALA DE ANGEL 3,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX04,GLITTER,DONGGUAN,,,ALA DE ANGEL 4,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX05,GLITTER,DONGGUAN,,,ALA DE ANGEL 5,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX06,GLITTER,DONGGUAN,,,ALA DE ANGEL 6,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX07,GLITTER,DONGGUAN,,,ALA DE ANGEL 7,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX08,GLITTER,DONGGUAN,,,ALA DE ANGEL 8,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX09,GLITTER,DONGGUAN,,,ALA DE ANGEL 9,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX10,GLITTER,DONGGUAN,,,ALA DE ANGEL 10,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX11,GLITTER,DONGGUAN,,,ALA DE ANGEL 11,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
MIX12,GLITTER,DONGGUAN,,,ALA DE ANGEL 12,2024-11-15,,46183.328077935956,46183.328077935956,VERDE
399BOL,BOLSA,,,,,,,,250,VERDE
399ET,ETIQUETA,,,,,,,,100,AMARILLO
201MO,PINTURA + MO,ESCOS,,,ESMALTE + MO,2026-04-01,0.26,383.5,383.5,VERDE
192ENV,ENVASE,VG,,,ENVASE  C120 C/ TETON,,,455,455,VERDE
192ENVA,ENVASE,PLASMARE,,,ENVASE 120ml + PICO,2026-02-04,,307,307,VERDE
192MO,REMOV + MO,BIRDLAB,,,REMOVEDOR + MO 120ml.,2025-08-18,0.493,727.175,727.175,VERDE
192ET,ETIQUETA,VIP LABEL,,,ETIQUETA REMOVEDOR 120ml.,2025-11-07,0.06699999999999999,98.82499999999999,98.82499999999999,AMARILLO
192ALOE,ALOE VERA TINTURA,EUMA,,,ALOE VERA TINTURA,2025-08-25,66.53,98131.75,98131.75,AMARILLO
192ENM,4062026,EUMA,,,ENMASCARANTE 6394,2025-08-25,18.22,26874.5,26874.5,AMARILLO
192REM,v:06/29 P1,BIRDLAB,,,REMOVEDOR MATERIA PRIMA x LITRO,2026-02-09,3.5,5162.5,5162.5,AMARILLO
192SELLO,SELLO INDUCCIÓN,MALLOL HNOS,,,"SELLO INDUCCIÓN 23,3mm PEAD",2026-02-09,,50.4,50.4,AMARILLO
195MO,REMOV + MO,BIRDLAB,,,REMOVEDOR + MO 1l.,2025-08-18,3.25,4793.75,4793.75,VERDE
195ET,ETIQUETA,VIP LABEL,,,ETIQUETA REMOVEDOR 1L,2025-11-07,0.06699999999999999,98.82499999999999,98.82499999999999,AMARILLO
195SELLO,SELLO INDUCCIÓN,MALLOL HNOS,,,"SELLO INDUCCIÓN 35,3mm PEAD",2026-02-09,,116.22,116.22,AMARILLO
198DEL,DELANTAL,,,,DELANTAL,,,,9900,VERDE
198ACNS,ACRILICO,,,,ACRILICO NAIL SHOW,,,,1710,ROJO
198ACE,ACRILICO,,,,ACRILICO SOCIO-EDUCADOR,,,,2800,ROJO
199GOR,GORRA,,,,GORRA,,,,,VERDE
199RE,REMACHE,,,,REMACHE PARA GORRA Y DELANTAL,,,,19,ROJO
